flare_id,att_in,GOES_flux,start_UTC,peak_UTC,end_UTC,4-10 keV,10-15 keV,number_available_files,available_file_request_IDs,solo_lat,solo_lon,solo_AU_distance,Request IDs,aux_paths,pixel_paths
2105070340,False,6.040419293640298e-07,2021-05-07T03:39:03.201,2021-05-07 03:40:27.202,2021-05-07T03:43:39.202,2175,167,1,[2105070033],-0.36044726631633434,-97.4151136467409,0.9157778926752547,2105070033,./aux_data/solo_L2_stix-aux-ephemeris_20210507_V01.fits,
2105071900,False,3.9084439777070656e-05,2021-05-07T18:45:55.192,2021-05-07 19:00:15.193,2021-05-07T20:03:23.200,311295,34815,5,"[2105070020, 2105070036, 2105070034, 2105070047, 2105070038]",-0.3813168408763783,-97.42660601355703,0.9175063775763866,2105070020,./aux_data/solo_L2_stix-aux-ephemeris_20210507_V01.fits,
