request ID,X flare loc,Y flare loc,FWDFIT X SIGMA,FWDFIT Y SIGMA,MAX X COORD BP,MAX Y COORD BP
"2105070033",307.213,329.076,0.959480,0.860653,303.226,324.505
2105071900, 425.885284, 329.596436, 0.185714, 0.125877, 424.778748, 323.893799
